2.2085874692740946e-05,1.8883852162440837e-05,1.4944054778627135e-05,2.245141613844221e-05,2.2907611970457016e-05,2.1556931014613394e-05,3.639020113739588e-05,7.139071202926012e-05,6.513191218712286e-05,6.203401956540929e-05,3.274324831892643e-05
2.3096483319473958e-05,1.954334707765756e-05,1.538922393395163e-05,2.301715266943967e-05,2.3645533282500812e-05,2.221473171503978e-05,3.754230014372055e-05,7.377647331281149e-05,6.731515398620564e-05,6.409342901757063e-05,3.379010904704964e-05
2.0054640349273425e-05,1.6314547518919515e-05,1.3133870921511065e-05,1.973791148505309e-05,2.0680192885209393e-05,1.923275878220892e-05,3.284840002238384e-05,6.474636509969178e-05,5.90731413642798e-05,5.624367452448206e-05,2.9647277268925575e-05
1.832717848538125e-05,1.535713506113017e-05,1.2089214668253736e-05,1.8114658066045642e-05,1.8345827474296828e-05,1.7390050389248575e-05,2.9208014884306128e-05,5.7308129380472374e-05,5.229563279801968e-05,4.978644689888391e-05,2.6234797799704317e-05
1.741681751535454e-05,1.4541330578068746e-05,1.1343743535679872e-05,1.6648389029920563e-05,1.7380902035675056e-05,1.6098410948401536e-05,2.746805290227944e-05,5.435966371697025e-05,4.959694885691676e-05,4.720852727173597e-05,2.4858848433856494e-05
1.5654473320700142e-05,1.3752191111824179e-05,1.0337372045388805e-05,1.530532513792978e-05,1.5261194684102422e-05,1.4514706655216038e-05,2.4232291113894385e-05,4.744091067172054e-05,4.329028117192523e-05,4.121457415951365e-05,2.1720682001934082e-05
1.5375689492408884e-05,1.4036695795076709e-05,1.0356339433704623e-05,1.536054494447411e-05,1.474477863477106e-05,1.4305725349458504e-05,2.3235128332664262e-05,4.525330993716828e-05,4.128738765298182e-05,3.932943607188139e-05,2.0770830031209752e-05
1.262322559779639e-05,1.1659708340480475e-05,8.522089770712225e-06,1.2304906779908913e-05,1.1973639296220083e-05,1.1392366555201528e-05,1.904823820885026e-05,3.731166715340602e-05,3.404321576688875e-05,3.242181190466023e-05,1.710870988288257e-05
1.2673215849359869e-05,1.2029505374001193e-05,8.695405185226863e-06,1.2832824439209659e-05,1.1787908511791274e-05,1.1752454879205805e-05,1.8679855362869e-05,3.616987468671828e-05,3.301517935802023e-05,3.142965778565791e-05,1.6558882480700368e-05
1.2107874118632092e-05,1.163341648654459e-05,8.411564719364908e-06,1.2502377075087546e-05,1.1350439045551793e-05,1.1381688883743235e-05,1.783048873142719e-05,3.450114063376731e-05,3.147943358910937e-05,2.999585091846691e-05,1.5860115808669756e-05
9.56778402699743e-06,9.591687971386204e-06,6.833570238380102e-06,1.0158404115194275e-05,8.772848385874583e-06,8.938540847273408e-06,1.397748734265748e-05,2.6682141216337628e-05,2.4341988520307063e-05,2.3219925247235246e-05,1.2327863543620787e-05
1.0387278981848796e-05,1.025126110818769e-05,7.275919787158101e-06,1.073504008027466e-05,9.554734552155137e-06,9.568178033776515e-06,1.5276459869066314e-05,2.927102572378217e-05,2.6710555574363356e-05,2.545644537258294e-05,1.3469413483673425e-05
