7.652351664303709e-08,1.1328351074835842e-08,8.745170999939549e-07,9.043542829113672e-08,2.7967365097153527e-07,1.8022178712300594e-07,1.456282159351885e-07,9.067491199314389e-07,6.226085938954988e-06,4.6793403890837e-06,5.19121970902018e-06,2.20766805113365e-06
6.415368675423756e-08,8.830118846030063e-09,9.516502708659411e-07,8.334410675818669e-08,2.637191096606355e-07,1.799852586967984e-07,1.4382863632899547e-07,9.302072409122643e-07,6.4330019989455335e-06,4.827163777174446e-06,5.352914826610982e-06,2.2747394836163145e-06
4.5004631519821906e-08,6.071230238892926e-09,8.336792606624444e-07,5.854262207963543e-08,1.675078151255413e-07,1.5690522647510627e-07,1.2339692435942754e-07,8.155461098870254e-07,5.645153401007336e-06,4.235132785488781e-06,4.6961484160950635e-06,1.995561690550096e-06
5.090595462496459e-08,7.806320233864703e-09,7.304052796472487e-07,7.02101411851523e-08,2.3207159482005995e-07,1.385114727564383e-07,1.1201232817084301e-07,7.204728605397293e-07,4.997092664563449e-06,3.7472694430604514e-06,4.154677809291608e-06,1.7648768633409922e-06
2.4041981470111903e-08,3.6955774538851157e-09,7.806781467530588e-07,3.405302698183232e-08,1.0100238921761268e-07,1.277407126911835e-07,9.717324520105217e-08,6.802628345278503e-07,4.738442199830667e-06,3.549954853096932e-06,3.93490540687889e-06,1.6711080439165445e-06
4.8971208399194104e-08,7.359183105322732e-09,7.132314444397349e-07,6.789981493741719e-08,2.3077192803203926e-07,1.1467444674103636e-07,9.312254102607056e-08,5.968905913127454e-07,4.13671363648148e-06,3.102616638787268e-06,3.4400982998500185e-06,1.4614685851331758e-06
6.991058152712096e-08,1.1611312441992556e-08,7.181101741152244e-07,8.540793195578722e-08,3.123836322648841e-07,1.1678751023135086e-07,9.658366164346667e-08,5.768112365245356e-07,3.947260663529411e-06,2.96887993081225e-06,3.29431844541057e-06,1.4013654743669118e-06
4.645036452622003e-08,8.42980828666074e-09,6.178656313317535e-07,5.1825556038823836e-08,1.6864346816227718e-07,9.400309071563177e-08,7.645521178890853e-08,4.7318001172514765e-07,3.2540612806815532e-06,2.444811408372009e-06,2.712000276431916e-06,1.1530879587505584e-06
5.637921784858534e-08,1.0045754906156691e-08,5.682538578144369e-07,8.23471287431197e-08,3.224379003801174e-07,8.808260369327976e-08,7.543080878677369e-08,4.543557842264527e-07,3.1546277926944182e-06,2.3650743110910278e-06,2.622043919820965e-06,1.1134504908109483e-06
6.963046223172891e-08,1.3114660443749961e-08,5.393810096131572e-07,8.259899721209927e-08,3.248056703170413e-07,9.330519153970907e-08,7.947134060612639e-08,4.429999228187599e-07,3.01040179018743e-06,2.2677914898726778e-06,2.5174420051686723e-06,1.0715242470222899e-06
8.431014848548894e-08,1.5215414895649353e-08,3.9356378335649155e-07,9.09063536086714e-08,3.253489562950862e-07,8.003983364996123e-08,7.275630273368298e-08,3.5128288797248e-07,2.3300867222215286e-06,1.7649633523349705e-06,1.9621432619995806e-06,8.371371152157309e-07
7.472528056614053e-08,1.2577933637896754e-08,4.453562836232405e-07,9.057088983570275e-08,3.197299394113521e-07,7.977200595157022e-08,7.18868916572721e-08,3.7752937614422746e-07,2.5547719510845183e-06,1.9263723268148902e-06,2.138979124072136e-06,9.106919901688553e-07
