1.5723211800526492e-06,1.6979402689598182e-06,1.7726522948694128e-06,2.0020016837707203e-06,1.6593767311863082e-06,2.617370726069401e-06,3.131797851517209e-06,6.931557564252186e-07
1.5431665053988933e-06,1.6908973685876865e-06,1.7581375037976356e-06,1.991121114204605e-06,1.6389288497679777e-06,2.635961183369493e-06,3.1803017807988816e-06,7.040164457064823e-07
1.2042735670770599e-06,1.4519084018295363e-06,1.432521528046739e-06,1.663824216061923e-06,1.3843226924810831e-06,2.2677761183763025e-06,2.7819569599331563e-06,6.158545384502863e-07
1.3002332758377215e-06,1.4920547440256306e-06,1.4291564452416747e-06,1.582559869108608e-06,1.2989374402302194e-06,2.0652755293532818e-06,2.4568982559291823e-06,5.437928019907937e-07
1.059672940433632e-06,1.2630143471224256e-06,1.1758579402559189e-06,1.360610787726221e-06,1.0855617781653144e-06,1.8297609438528115e-06,2.296063386667321e-06,5.084529397171486e-07
1.2085775689600861e-06,1.3545270677841625e-06,1.277848627186226e-06,1.3454012953638362e-06,1.09122673182058e-06,1.721631021407286e-06,2.0364829571884612e-06,4.508929933923651e-07
1.4100568636651603e-06,1.5340139061531924e-06,1.4110856297185169e-06,1.4271772132495104e-06,1.14967291094827e-06,1.7356120906410506e-06,2.003639760440338e-06,4.4356662795716506e-07
1.111751827253061e-06,1.17388043575974e-06,1.1011763729840204e-06,1.1371217849535646e-06,8.980026217564633e-07,1.3841322247646867e-06,1.6323788828756327e-06,3.612693871628986e-07
1.2665449280797863e-06,1.3106941959811767e-06,1.2265593823571555e-06,1.2023023921912394e-06,9.476342043191527e-07,1.402729549929229e-06,1.5533299712592704e-06,3.4386679148492655e-07
1.3199425719687867e-06,1.3595812390257025e-06,1.257108014144791e-06,1.2327255159828079e-06,9.787963328567104e-07,1.4061013793962954e-06,1.5581597175373203e-06,3.447742619399808e-07
1.2890314314710283e-06,1.296883012962043e-06,1.1866764467900728e-06,1.1204311726031812e-06,9.077051312117268e-07,1.22098391775178e-06,1.2801461417449045e-06,2.830355835551468e-07
1.2506209137886585e-06,1.2628456525422766e-06,1.1742315938042428e-06,1.1140733998423736e-06,8.989047054383242e-07,1.2551573493717927e-06,1.3390351513827555e-06,2.9627576229226177e-07
