0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,10.462637,6.2792460000000005,6.814873,2.9627449999999995,
0.0,124.78214000000004,107.97508699999999,58.369326999999984,20.791940999999998,
0.0,321.3495399999998,335.5511779999999,270.0608649999999,151.77225900000002,
0.0,1004.7870699999997,1652.8714569999997,1183.7032419999978,621.7486139999999,
0.0,2443.215069999999,3770.3022410000003,3861.2930680000054,2046.5012726599962,
0.0,3419.362839999997,5139.8912299999965,5612.738036000012,3328.087694999995,
0.0,3016.904680000001,7443.497380000001,9398.136208999998,6261.598664550001,
0.0,4242.051199999999,8318.871429999994,15208.940201469004,11845.140958509985,
0.0,3119.2256,8054.294163000005,12316.498938099998,16028.825729,
0.0,2037.7740000000003,2782.362920000001,4859.357610899997,6819.039541399998,
0.0,134.6322,601.3736,1093.4450140000001,1091.0951997999996,
